sentence1,sentence2
"So far Africa has only suffered the consequences of the integration process at the global level , when it has not been totally forgotten by him .",Thus far Africa has suffered the risks or has been altogether bypassed by the globalization process .
"She found no cheaper housing , and she could n't move out onto the street with their kids .",She could n’t find anywhere cheaper to live and she could n’t just move onto the streets with her kids .
"They also affect which aspects you are aware and not , who you actively listen to and who you sympathize with in different situations .","They also affect which aspects you pay attention to and which you ignore , who you listen to actively and who you empathise with in certain situations ."
Cause seven is disconnection from a hopeful or secure future .,2 : Disconnecting from a hopeful or secure future .
The terrible bond and fear produced by this false doctrine is incredible .,The awful bondage and fear generated by this false teaching is incred-
"The circumstances of his death are not entirely clear , since there are at least three versions related to said event .","The circumstances of his death are unclear , and there are at least three different versions of the incident ."
"To prevent future managers from holding and consolidating power indefinitely , 22nd change was adopted , and limited subsequent office holders to a maximum of two terms .","Out of concern some future leader might hold and consolidate power indefinitely , the 22nd amendment was passed , limiting subsequent officeholders to a maximum of two terms ."
"They never paid attention at all at all . "" Douglas was able to vote for the first time after he returned from Europe in 1920 .",Douglas was able to vote for the first time after she returned from Europe in 1920 .
Easily accessible from the strip .,Very readily available up from The Strip .
We think that the United Nations should set up a modern system of trusteeship that could be set in motion whenever necessary to prevent human catastrophes like that in Bosnia .,We think that the United Nations should establish a modern trust system that may take action at the time necessary to avoid humanitarian catastrophes such as Bosnia .
The first poster for Stranger Things Season 2 is unfortunate as hell,""" The First Poster for Stranger Things Season 2 Is Ominous as Hell """
"The woman ’s chief complaint is one or more of the emotional symptoms associated with PMS ( most typically irritability , tension , or unhappiness ) .","The woman&#39;s main problem is one or more of the emotional symptoms associated with PMS ( the most common are irritability , tension , and / or depression ) ."
Only a few ( about 2.5 % ) are of the largely unaltered petrologic class 3 .,Only a few ( around 2.5 % ) are from the Petric Class 3 .
"Notwithstanding anything to the contrary contained herein , third party software products may be part of a Norman Product , and may be subject to end user licence agreements separately issued by those third party suppliers .","Despite the conflict with this Agreement , third - party software products can be part of a Norman product , and they may be subject to end - users license agreements that are issued separately by these third parties ."
"In the wake of these events , Mercia 's dominance in southern England rapidly unravelled .","Given these events , the hegemony of Mercia over the south of England was weakened quickly ."
"You do n't have to stop altogether , but if you can reduce the number of times you do , you may find that you can start adding some other positive aspects of your life .","You do nt have to stop altogether , but if you can reduce the number of times you do it , you may find that you can begin to add some other positive aspects to your life ."
"The church had no priest or minister , and the traditional Biblical sermon was replaced by scientific lectures or homilies on the teachings of philosophers .",The Church lacked priests and ministers and the traditional biblical sermon was replaced by scientific readings or homilies about the teachings of philosophers .
Monitoring progress in terms of outcome ( environmental and socio - economic improvement ) rather than process ( design and publication of plans ) remains elusive in the majority of countries .,The monitoring of progress in terms of its results ( environmental and socioeconomic improvements ) instead of its processes ( design and publication of the plans ) continues to elude the scope in most countries .
"The affirmation made by the delegation must also be welcomed in the sense that since June 1995 , the inmates in cells from the police stations have no lodged .",The statement by the delegation that accommodation of prisoners in cells at police stations has ceased from June 1995 is also to be welcomed .
"His first professional performance arrived in 1922 when he intervened in a theatrical society , The Marriage Tax , although his name did not appear in the program .","His first professional break came in 1922 , when he was singled out by the press after an appearance in a society theatrical , The Marriage Tax , although his name had been omitted from the program ."
"Because she has been spoilt by her family , she is undeniably stubborn and wilful .","Surely , when he was aware of his daughter 's excesses , he felt humiliated and hypocritical ."
The number of never - married persons account for 0.5 per cent .,The definitive singleness rate is 0.5 % .
"The best way to turn hope into reality is to work together , leaving both unfruitful habits and selfish considerations behind us .","The best way to transform our hopes is actually working together , renouncing counterproductive routine and selfish reasons ."
"To which we undeniably replied , "" Yes , we know .","This is how it was argued : “ Yes , we know about this ."
"At 46 A.C. Julio César had celebrated his triumphs in Egypt after returning to Rome with a vast zoo whose star attraction was a giraffe , animal never before seen in Europe .","In 46 BC Julius Caesar had celebrated his triumphs in Egypt by returning to Rome with a vast menagerie , the star attraction of which was a giraffe , the first ever seen in Europe ."
One lives and survives only if one has the ability to swallow and digest bitter and unpalatable things .,You live and survive only if one has the ability to swallow and digest bitter and bad things .
"The promise was made , but the king did not fulfill it , marrying soon with Hungary 's violatory in December 1235 .","He made the promise , but broke it by marrying Violant of Hungary in December 1235 ."
"This can be nine separate goals , or three goals the shooter should shoot three times each , without shooting the same goal several times in a row .","These might be nine separate targets , or perhaps three targets which the shooter will "" sweep "" three times ."
"Introduced in 1999 , the ABIT BP6 was the first motherboard to allow the use of two unmodified Intel Celeron processors in dual Symmetric multiprocessing ( SMP ) configuration .",The ABIT BP6 ( launched in 1999 by Abit Computer Corporation ) is the first motherboard that allows to use Intel Celeron microprocessors in symmetric multiprocessing configuration ( SMP ) .
"Although these numbers may seem small , given how incredibly widespread coffee consumption really is , this could have implications for millions of people .","Although these numbers seem small , when you consider how much coffee is actually drunk , this can have consequences for millions of people ."
"She has worked with many different producers , but in her third album , Sakura does not love , Itsuka , she worked in all the songs ( either composing the melody or letters ) on the album .","She has worked with many different producers , but in her third album , Sakura no Ame , Itsuka , she worked on every song ( either composing the melody or lyrics ) on the album ."
"“ Without a socialist revolution , in the next historical period , at that — a catastrophe threatens the whole culture of mankind .","Besides a socialist revolution , and in the next historical period for it , a disaster threatens the culture of humanity ."
"QUOTES : Currently , we have a disturbingly limited knowledge of which biological traits are sensitive to climate change and therefore responsible for local extinctions .","Currently , we have a disturbing limited knowledge of which biological properties are sensitive to climate change and therefore responsible for local extinctions ."
"The Triumph Bandit of 350 cc received some previous publicity , but its development was carried out without further promotion .","The Triumph 350 cc Bandit received pre - publicity , but its development was quietly brought to an end ."
The reasons for this perception were that stars and planets appeared to revolve around Earth each day and the apparently common - sense perceptions that Earth was solid and stable and that it was not moving but at rest .,"The stars and planets seemed to go around the earth every day , and the common perception was that the earth was firm and stable and that it was at rest ."
"When you get into a modern car , you can sometimes feel like an airplane pilot - buttons , screens , an unmanageable navigation menu with a thousand submenus .","“ When drivers get into a modern car , they can sometimes feel like an airplane pilot – buttons , screens , a confusing menu navigation with a thousand sub - menus ."
An important solution that does not involve software and that many small businesses overlook is cybersecurity insurance .,One important solution that doesnꞌt involve software and that many small businesses overlook is cybersecurity insurance .
"Mercedes 's executive director Toto Wolff admitted at the same time that Vettel was a title contender , saying that Ferrari 's recovery over the winter was ' incredible ' .","Mercedes ' team manager Toto Wolff admitted at the same time that Vettel was counting on in the championship camp , and said Ferraris retrieval during the winter was amazing ."
""" Bevere builds house , but they do not build them in any way differently , or better , now than they did for 5,000 years .","“ Beavers build houses ; but they build them in nowise differently , or better now , than they did , five thousand years ago ."
"The version 1.0 of Slipknot was completed and distributed as Shareware in November 1994 , turning into the first not free web browser .","SlipKnot version 1.0 was completed and released as shareware in November 1994 , thus making it the first purchasable browser on the market ."
"In this way , for example , they exploit the discussion to build mosques , in an unconstitutional manner , to awaken prejudice against Muslims and Islam "" .","In this way they use , for example , the discussion about the construction of mosques to arouse , in an anti - constitutional way , prejudices against Muslims and Islam . ”"
"Sides of the models unseen in the original photograph could be "" mirrored "" from the visible sides .",The sides of the hidden models in the original photograph could be mirror from the visible sides .
This claim seems to be supported by the Turkish cadastral tax - census ( defter ) of 1455 which took into account religion and language rather than ethnicity and found an overwhelming Serb majority .,"This seems to be supported by Turkish tax strips ( defenders ) from 1455 as imposed religion and language in the census , and found a Serbian majority ."
"Regardless of your profession and speciality , I highly suggest that you put your expertise online for the world to see .","Whatever profession and specialty , I strongly suggest you put your expertise online for the world to see ."
"To make access to studies possible for applicants with lack of prerequisites , the University of Applied Sciences Upper Austria offers a foundation program for selected study programs in Engineering and Business . -","In order to make access to studies possible for applicants with missing prerequisites , the University of Applied Sciences Upper Austria offers a foundation programme for selected study programmes in Engineering and Business ."
"Regardless of your interests , with thousands of masters programs available world - wide , you ’re sure to find something that fits your needs .","Whatever you are interested in , with thousands of master 's offers worldwide , you are sure to find something that suits your needs ."
"However , the further back in geological time sediments were deposited , the more likely that direct modern analogues are not available ( e.g. banded iron formations ) .","But the longer back in the geological time sediments were deposited , the less likely modern analogues can be found e.g."
"For example , if a PC sends data to a smartphone that is slowly processing received data , the smartphone must regulate the data flow so as not to be overwhelmed .","For example , if a PC sends data to a mobile device that processes the data slowly , the mobile device must regulate the data flow ."
"While blogging is fiscally inexpensive , one of the biggest struggles we hear about is the cost of spending time on it .","While blogging is financially cheap , one of the biggest battles we hear about the cost of spending time on it ."
"There was a shortage of food , and what there was lacked in variety .","There was a shortage of food , and very little variety ."
The Committee decided that the data on late starting and early ending would no longer be rounded off and that the average utilization factor would no longer be computed .,The Committee decided that data on the delay in starting meetings and its termination before what is expected to be rounded and that the average use index will stop complying .
"i ) that you have not fulfilled your obligation to pay taxes or contributions from Social Security in one of the countries of the Kingdom , or",( i ) Who has failed to fulfil his obligation to pay taxes or social insurance contributions in one of the countries of the Kingdom ; or
"Appendicitis in adults usually does not cause a severe worsening of the general condition , at least before the development of peritonitis .","Appendicitis in adults usually causes rapid deterioration of general condition , in any case , before the development of peritonitis ."
"Still conscious but with terrible pain , Rickenbacker was left behind by the ambulances that transported the lifeless bodies of some victims .","While he was still conscious but in terrible pain , Rickenbacker was left behind while some ambulances carried away bodies of the dead ."
"Submission of documents , you should pay attention to the fact that the contribution date - cannot be later 90 days from the date of submission .","Submitting documents , you should pay attention to the fact that the entry date ca n’t be later 90 days from the date of submission ."
"Parents often try to search the causes of their unhappiness , pestering doctors with a volley of questions regarding who should be blamed for the fact that the development was affected .","Often , parents try to look for the causes of misfortune , estimates doctors with questions about who should blame that development is broken ."
Fifty percent ( 159 ) were No Decisions .,9519 ( 2.94 percent ) of the voices were blank .
"The Argumental Knots of the film focus on a trio of psychic called "" precuts "" , which see images of the future called "" forecasts "" of crimes not yet committed .","The film 's plot centers around a trio of psychics called "" precogs "" , who see future images called "" previsions "" of crimes yet to be committed ."
"When they did not , the VNA attacked and decisively dispersed the Binh Xuyen after a few days of heavy street fighting .",After the refusal of Xuyen the army attacked and dispersed his forces decisively after several days of street fighting .
"Applicants participating in a U.S. Government sponsored program ( programs whose codes begin with G-1 , G-2 , G-3 , G-7 ) are not required to pay the SEVIS fee","Applicants participating in state - funded programs ( programs where codes begin with G-1 , G-2 , G-3 , G-7 ) are exempt from the SEVIS fee ."
Not unless he can present a compelling reason . ”,"unless there is a valid religious reason . """
"This may sound pretty basic , but you will be surprised at how many small businesses that are unable to develop or maintain updated job descriptions .","This may sound fairly basic , but you would be surprised at how many small institutions or organizations fail to develop or maintain updated job descriptions ."
"Any particular sequence of 28 characters could be selected as a "" target "" phrase , all equally as improbable as Dawkins 's chosen target , "" METHINKS IT IS LIKE A WEASEL "" .","Any sequence can be selected as the objective , and all of them are the same probability of being produced than the target sequence of Dawkins , that is , ' I think it is like to weasel ' ."
"The result is that Germany has become the unwilling creditor of equally unwilling EU member states , Italy , Spain , Portugal and of course , ruined Greece .","The result is that Germany has become the reluctant creditor to equally reluctant member states in the EU ; Italy , Spain , Portugal and , of course , Ruined Greece ."
"Misophonia is a condition where the sufferer becomes furious of normal , usually harmless , sounds .","Misophonia is a condition where the sufferer is enraged by normal , generally inoffensive sounds ."
"The unease around these working - class men in close proximity to society women is famously documented in the diary of Samuel Pepys , where his suspicions of his wife ’s tutor creep to the fore .","The unrest surrounding these working - class men near the women of society is famously documented in Samuel Pepys&#39 ; diary , in which his suspicions about his wife&#39;s supervisor creep into the foreground ."
"In such camps , training would be in charge of experienced foreign mercenaries and some of the trained would not be alien to international terrorist actions .",The training in these camps is reportedly carried out by experienced foreign mercenaries and some of the trainees are said to have been involved in acts of international terrorism .
"They are two completely different things though they are similar and interconnected , using them interchangeably is still incorrect .","They are two completely different things , even though they are equal and paired , but the use of them exchanges is still wrong ."
"However , despite the seriousness of the subject that addresses , the novel does not stop being imaginative , ingenious , and often sexually explicit .","Yet despite its serious subject matter , the novel remains imaginative , witty , and often sexually explicit ."
"Although it is better to play it safely , especially if you are unfamiliar with the game , you need to change the tactics from time to time .","Although it is better to play safely , especially if you are new to the game , you should change your tactics from time to time ."
"Let ’s head down to the local prison and use the same approach with other unrepentant lawbreakers , eh ?",Let 's take a walk down to the local prison and use the same approach with other repentant offenders ?
"By choosing a complete solution from IBKA , you will not have to deal with multiple companies , contacts , billing and reporting routines .","By choosing a total solution from Ibka , it relates to deal with several companies , contacts , billing and reporting routines ."
"He turns to Asa and opens her robe , revealing a fleshless skeletal frame .","He turns to ASA and opens his robe , revealing his darkened body ."
The Russian Federation had requested their extradition in accordance with the Hague Convention of 1970 on unlawful seizure of aircraft .,The Russian Federation had requested its extradition in accordance with the 1970 Hague Convention for the repression of the illicit surveyment of aircraft .
"What felt was one of the most uneasy times in Spanish history , but also an important cultural expansion that deeply influenced Spain 's language , architecture and intellectual culture .","What ensued was one of the most troubled times in Spanish history but also one of important cultural widening which profoundly influenced Spain ’s language , architecture and intellectual culture ."
"In 19th - century Texas , the Alamo complex gradually became known as a battle site rather than a former mission .","In the nineteenth century , in Texas , the Álamo complex gradually was known as the place of battle ."
"However , according to non - confirming medical reports , he died of a heart attack on March 28 , 2014 .","However , he reportedly died of a heart attack on 28 March 2014 ."
"However , the data from an electronic device can not be more reliable than the sensors that collect the data .","However , the data from an electronic device can only be as reliable as the sensors gathering that data ."
I could n’t remember where I put things or what I had said five minutes ago to someone .,I have zero control over where I put things or what someone said to me half a minute ago .
"Although not naturally present in petroleum in high percentages , they can be produced from petrochemicals or by catalytic cracking of petroleum .","They are found in small concentration in crude oil , but can be formed by petrochemical processes such as catalytic cracking of petroleum ."
He is outwitted and has a mental breakdown before being set free as a reward for getting one last riddle right .,He is overcome and has a mental crisis before being released as a reward for hitting a last riddle .
This does not sound just like a time of peace and inner harmony between siblings ?,"It hardly sounds like a time of great peace and internal harmony among the brothers and sisters , does it ?"
"Dell visit Dr. Bonham and breaks the fingers of hands , demanding that he does not surgery , threatening to harm his family if he interferes with Desiree again .","Dell then visits Dr. Bonham and fractures his hands , threatening to harm his family if he interferes with Desiree again ."
The rehabilitation process does not involve initial medical care .,Provision of preliminary medical care .
I do n't think Jon would even want the throne .,I doubt Jon wants the throne at all .
"Secularism originated in Europe as series of movements that militated for a new , heretofore unheard - of concept called "" secular Judaism "" .","On the other hand , secularism as a concept was largely a European idea , and a series of movements in Europe created a new , and until then unusual , concept of secular Judaism ."
"After a mean follow - up of almost eight years , the researchers found that the risk of death from prostate cancer among the statin users was 1 percent compared with 5 percent for non - users .","After a median follow - up of almost eight years , the researchers found that the risk of dying from prostate cancer among statin users was 1 percent compared to 5 percent for nonusers ."
"In prayer , I have told the Lord I am ready at any time to confess I am wrong - that I must have spoken from my own fears or that I have spoken unadvisedly .","In prayer , I told the Lord that I at all times confess that I am wrong - that I have spoken from my own fear or that I have spoken ."
And only an unlikely crew of ex - soldiers and an evolutionary biology professor can prevent the end of the human race .,Only a crew consisting of ex - soldiers and a professor of evolutionary biology can prevent what can become the end of humanity .
"Although the Economy Qing was significantly developed and the markets continued to expand during the eighteenth century , it could not follow the rhythm of the economies of European countries in the Industrial Revolution .","Although the Qing economy significantly developed and markets continued to expand during the 18th century , it failed to keep pace with the economies of European countries in the Industrial Revolution ."
"This is how the story of the lost dog begins and its many adventures and meetings with many people , both kind and cruel , without being able to find a permanent home .","Thus begins the story of a stray dog and his adventures and encounters with many people , both kind and cruel ."
Almost not debate,Hardly A Debate
"After the Vienna Congress , the Empire 's economic strength continued to develop through maritime dominance and diplomatic efforts to maintain the balance of power in a Europe lacking a dominant nation state .",Following the Congress of Vienna the British Empire 's economic strength continued to develop through naval dominance and diplomatic efforts to maintain a balance of power in continental Europe .
Seger finally achieved its indisputable commercial breakthrough with its album Night Moves in October 1976 .,Seger finally achieved his commercial breakthrough with his October 1976 album Night Moves .
"However , some teams will replace a lineman rather than a linebacker , creating a three linemen , three linebacker and five defensive back alignment , a 3–3–5 formation .","However , some teams prefer to replace a lineman instead of a linebacker , creating an alignment training 3 - 3 - 5 ( three crows , three linebackers and five defensive backs ) ."
"Swedish nationals , as well as non - nationals , residing in Sweden , are entitled to the national basic pension under the same conditions .","All Swedish nationals , as well as foreigners residing in Sweden , are entitled to a national basic pension on equal terms ."
"There are not many difficulties involved in learning the course , as a leading online course provider will offer you the 24 * 7 available online support that comes straight from the experts .","There are very few issues required to learn the course , as a leading online course provider will offer you 24 * 7 available online bolters that come directly from the specialists ."
"The pavilion is composed of two side views of the naos ( hieroglyph ) , Gardiner no . O18 .","The pavilion is composed of two side views of the Naos hieroglyph , Gardiner list , O18 ."
Unprecedented and a new experience to even the veteran players .,Outstanding and a new experience for even the veteran players .
"In many ways , the challenge of responding to the many problems caused by non - exploded terrestrial mines is currently being attended according to the particular circumstances of each case .","In many respects , the challenge of responding to the many problems caused by uncleared land - mines is currently being met on an ad hoc basis ."
But God did not warn them .,God had already warned them .
"As the Board had already recommended , there should be a regular review of unliquidated obligations , and the method of allocating funds should be assessed .","As recommended by the Board , the pending commitments should be examined periodically and should be re - studying the system of allocation of funds ."
We hope you ’ve enjoyed these tips and at - home tricks to prevent excessive sweating .,We hope you have enjoyed these tips and tricks you can do at home to avoid excessive sweating !
"Because you are not going to use your flashlight each time you ride your bicycle , it is important that you have a flashlight with a lengthy shelf life .","Because you hardly use flashlight every time you ride the bike , it is important that you have a flashlight with a long shelf light ."
"To this end , it would be necessary to import 50,000 tons per month of non - elaborate phosphate .","To that end , it would be necessary to import 50,000 tons of raw phosphates a month ."
"The first single of the album , "" My Best Friend "" did not reach good positions , but the next two catapult themselves prominently to the band .","The first single from the album , Spence 's "" My Best Friend "" , failed to chart , but the next two singles rocketed the group to prominence ."
The Council warned of the serious consequences that the Agreement of July 15 and 16 was not met .,The Council warned of the serious consequences of any failure to implement the Agreement of 15 - 16 July .
"She received a third Oscar nomination for her performance as the simple , unrefined , but dignified Lady Alice More , opposite Paul Scofield as Thomas More , in A Man for All Seasons ( 1966 ) .","He received a third nomination to the Oscar for his interpretation of the simple but dignified Lady Alice More , along with Paul Scofield on Tomás Moro 's role in A Man for All Seasons ( 1966 ) ."
"Terry does not know whether to tell Katherine that her father is still alive , and Katherine is not sure she has fallen in love with Terry .","Terry becomes uncertain whether to tell Katherine her father is still alive , and Katherine is uncertain about falling in love with Terry ."
Another delegation had urged UNHCR to develop education tools and supply expertise in areas where statelessness is of special concern .,Another delegation urged UNHCR to elaborate educational instruments and facilitate practical knowledge in areas where apatridia was a special problem .
"He ultimately refused to write the article , so the magazine recouped its interests by publishing , in April 1973 , an interview of the author conducted by Andy Warhol .","However , the magazine linked its interests by publishing in April 1973 an interview with Capote that was done by Andy Warhol ."
"However , our expectations at that time for imminent seabed mining on a commercial basis proved to be over - optimistic .","However , the expectations we had at that time regarding an imminent initiation of the commercial activities of mining of the seabed were exaggeratedly optimistic ."
"One way to help you remember to do this is to carry a small , inexpensive electronic timer in your pocket , and set it to vibrate every hour .","One way to help you remember to do this is to wear a small , cheap electronic timer in your pocket and put it to vibrate every hour ."
"But the weekend ’s relentless events continually force them together , and if you fight with someone long enough , anything can happen .","But the weekend 's many events continue to force them to be together , and if you fight with someone long enough , everything can happen ."
"To this end , consultations were held with the authorities in charge of refugees , with UNICEF and representatives of non - governmental organizations .","To this end , consultations took place with authorities responsible for refugees , UNICEF and representatives of NGOs ."
"Cristián Ernesto died without offspring and all his heritage was taken by his stepbrother , Francisco Josiah .","Christian Ernst died childless and all his inheritance has taken by his half - brother , Franz Josias ."
Do not apply it in the hands of younger children .,You must place your will within the hearts of little children .
"No more than half a year later , in September 1306 , Birger himself was in prison , locked off his two brothers who then took control of Sweden .","Little more than half a year later , Birger was imprisoned by his brothers ( September 1306 ) , and his brothers took control of Sweden ."
"Under that Act , convictions for political reasons , unlawful convictions , the use of medical methods and deportations to another town or republic are deemed to constitute repressive measures .","In accordance with this law , convictions are considered for political reasons , illegal convictions , the application of medical treatments and deportation to another city or republic ."
"As in the first crusade , the pilgrims and soldiers did not leave as a part of one large army , but rather in several groups from various different regions from across Western Europe .","As in the first crusade , soldiers and pilgrims left from Western Europe as a great army , but as small groups coming from very different regions ."
"It was revised by Austen for print in 1803 , and sold the same year for £ 10 to Crosby & Co. , A book seller in London , which decided not to publish it .","Austen first titled the novel Susan , when she sold it in 1803 for £ 10 to a London bookseller , Crosby & Co .."
Whether or not to feed a bird grit is a controversial question among wild bird owners .,Whether to feed a bird gravel is a controversial question among wild bird owners .
Fax no . ( Country code + number ),Fax number ( country indicative + number ) :
Another very effective option is to provide a kong for puppies in order to keep them entertained while you are not there .,Another very effective option is to give a king pup to entertain you while you are away .
The intensity of poverty indicates the proportion of the indicators to which you do not have access .,The intensity of poverty denotes the proportion of indicators in which they are deprived .
"- Brittany was ill , and instead of getting her treatment , Simon and her mother failed to take her to the doctor and used an abundance of non - prescription drugs .","Brittany was sick and instead of getting her treatment , Simon and her mother did n’t take her to the doctor and used an abundance of over - the - counter meds . ”"
The other sad fact was that many of the recommendations in those reports had gone unheeded .,It is regretting that many of the recommendations of these reports have been overlooked .
Conclusion on the prevention and reduction of statelessness,Conclusion on the prevention and reduction of apatridia
"Although Kagel and several are undisputed stem fathers , it has happened too much since the 70 's for this term can work here .","While Kagel and others are clear ancestors , too much has happened since the 1970s for that term to work here ."
"This private efforts led to the uncoordinated creation of cities in Puerto Aysen in 1904 , Balmaceda Coyhaique in 1917 and 1929 .","The anonymous and private effort culminated with the spontaneous creation of the cities of Puerto Aysén in 1904 , Balmaceda in 1917 and Coyhaique in 1929 ."
"Synergy Group wants to invest in Flight Technologies , a manufacturer of unmanned tactical air vehicles ( UAV ) for the Brazilian army , based in São José two fields .","Synergy wants to invest in Flight Technologies ( FT ) , a manufacturer of tactical UAVs for the Brazilian Army , based in São José dos Campos ."
"However , where your waterways and seas have been polluted , cleansing is a relatively easy task for us and will be completed in next to no time .","It is , however , that where their rivers and sea have been polluted , the cleaning is a relatively easy task for us and can be done in a short time ."
"Although it is possible to refer to table headers that are turned off in formulas , you can not refer to them by selecting them .","Although it is possible to refer to table headings that are disabled in formulas , refer to them by selecting them ."
Some non - linear regression problems can be linearized by transformation into the formulation of the model .,Some nonlinear regression problems can be moved to a linear domain by a suitable transformation of the model formulation .
"The area between the ball and the web is defined by the ball , the web and its endless extension upwards .","Note : The space between the ball and the net is defined by the ball , the net and its indefinite upwards extension ."
"In 1924 , Stalin proclaimed the theory of "" socialism in one country "" , claiming that it was possible to build socialism regardless of the world economy , and within the Soviet Union 's national framework .","In 1924 , Stalin proclaimed the theory of “ socialism in one country , ” which claimed it was possible to construct socialism independently of the world economy and within the national framework of the Soviet Union ."
It is about a wife who suspects that her husband is unfaithful and hires a young girl to try to expose him .,"It ’s a thriller about a wife who suspects her husband of infidelity , and who hires a prostitute to test his fidelity ."
"There were not many students in Erlangen at this time , so it was with great pleasure that Klein accepted a professorship at the Technical University of Munich in 1875 .","However there were only a few students at Erlangen , so Klein was pleased to be offered a chair at the Technische Hochschule at Munich in 1875 ."
"Not well they entered , they hit me and slapped .",As soon as they entered they beat me and slapped me .
Keno is not a game where you can change the odds .,Keno is a game where you can change the odds .
The problem with time spent on administration rather than operative activities is often felt more keenly in small enterprises .,"The problem of time spent on administration instead of operational activities , often feels more powerful in smaller businesses ."
"And it is also an irrevocable duty we owe to the whole rising generation and all the pure of heart ,","And also it is an imperative duty that we owe to all the rising generation , and to all the pure in heart —"
"It was not provided as an infantry weapon and the 700 units produced were employed in the strengths of Verdun , aboard some fighters and tanks Mark V * bought to England .","The 700 examples manufactured were used in the fortresses at Verdun in a defensive capacity , on some fighter aircraft , and in Mark V * tanks acquired from Great Britain ."
Many of these can not be diagnosed before a certain development and age has been reached .,Several of these can be diagnosed before the dog has reached a certain age and development .
"Anne Larsen shows Roland a picture of Uwe Finch , and Roland knows no one of his moves .","Anne Larsen shows Roland a picture of Uwe Finch , and Roland recognises some of his features ."
"Tsunade sends a group of ninja including Naruto to make Sasuke return to Konoha , but Naruto is unable to defeat him and bring him back to the village .","Tsunade sends a group of ninja including Naruto to Sasuke back to Konoha , but Naruto fails in his attempt to defeat him and bring him back ."
Due to the nonconformities of Ivan Leonard with the quality of the previous productions this one decides to create Supremacy Studio in his own house .,"Due to the deviation of Ivan Leonard with the quality of previous productions , he decides to make Supremacy Studio in his own house ."
There is no better way to experience the beautiful nature of Northern California than to combine a trip to the area with a little wine tasting .,There 's hardly a better way to experience Northern California 's beautiful nature than to combine a tour of the area with some wine tasting .
"The site of the square lay without the medieval city walls , and was incorporated into the town with the construction of the new ramparts in 1642 .","The site of the square was out of the medieval walls of the city , and joined the city with the construction of the new walls in 1642 ."
"However , the rats do not suffer from high blood pressure until they have reached puberty .","High blood pressure , however , gets the rats only after they have reached puberty ."
"The new government was not in a secure position , and rumours of anti - communist plots increased .","The new government was in a really insecure position , and the rumors of anti - communist complots emerged ."
"The diversity of views notwithstanding , the Commission was unanimous in recognizing the valuable contribution made by NPOs to the work of the organizations .","Despite the diversity of opinions , the Commission unanimously recognized the valuable contribution of the FINC to the work of organizations ."
"His studies were not easy as he expressed saying "" there were moments when I had to leave my pen and sigh .","Her studies were difficult and she once said , "" There were times that I had to put down my pen and sigh ."
They are both more ambitious and humble than our dominant ( not ) answers to climate change .,They are both more ambitious and humble than our dominant ( non)responses to climate change .
"Flanking regions containing CGC sequences were required to untwist the helix ; "" Among top - scoring motifs , we identified TGCGCAAA as the most strongly enriched motif in both vertebrate species , "" they say .","Flanking regions containing CGC sequences were required to dissolve in the helix ; "" Among top - scoring motifs , we identified TGCGCAAA as the strongest enriched motive in both vertebrates species , "" they say ."
"Regardless of sounding just like a cliché , love can be binding particularly when it regards self - worth .","Although it sounds like a cliché , love can be binding , especially when it comes to self - worth ."
"In connection with the monitoring , it was reported that she had no many female friends , but more male , who often visited her and "" looked like Democrats "" .","The police agent reported that she had few female friends , but many male ones , who often visited her and "" had the appearance of democrats . """
"Notwithstanding its economic growth , the restoration of capitalism in China has rendered the country more vulnerable to the pressure of American and European imperialism .","Despite the economic growth , the restoration of capitalism in China has made the country more vulnerable to the pressure from American and European imperialism ."
"Initially , Verísimo remained in cross high as an owner of a botica , but was not successful .","Veríssimo settled in Cruz Alta as the owner of a drugstore , but was unsuccessful ."
"So if you are aiming for a relationship that is virtually unconscious , you need to know some reasons why so many relationships end badly .","If you ’re aiming for a relationship that ’s practically fail - proof , you ’d have to know some of the reasons why so many relationships end badly ."
"In addition , for the 1996 - 1997 biennium , the services of a D-2 category official have been provided for non - re - banking loans .",P-4/3 1 1 — — — — 1 1 Total 6 6 — — — — 6 6 Principal level 1 1 — — — — 1 1
Addition information on flights in the airspace of Bosnia and Herzegovina not authorized,Additional information on flights made in Bosnia and Herzegovina airspace
""" We ca n't wait to see how teachers in even more countries will create their new lesson plans with interactive textbooks , apps and rich digital content . ""","& quot;We look forward to seeing how teachers in even more countries will set up their curricula with interactive textbooks , apps and digital content . »"
The Special Rapporteur concerned the contrary feeling of non - governmental organizations in several government authorities .,The Special Rapporteur was concerned about the hostile feelings expressed towards NGOs in various sectors of the Government .
According to Directive 1999/2 / EC a foodstuff treated with ionising radiation may not be imported from a third country unless it has been treated in an irradiation facility approved by the Community .,"According to Directive 1999/2 / EC , irradiated foodstuffs can only be imported from third countries when they have been processed at an irradiation facility approved by the EU ."
"Ñuble has a lot of attractions for tourists , including : The Spas of Chillán are a winter and , more importantly , summer tourist complex of the region , located among millenarian forests and inexhaustible thermal water sources .","ÑUBLE has the following tourist attractions : Termas de Chillán : more important winter tourist and summer resort in the region , located in the midst of millenary forests and hot springs ."
"The legislation protects the right to nationality of all persons , irrespective of race or colour .","The legislation protects the right to nationality of all people , regardless of their race or color ."
