original_sentence,perturb_n1,perturb_n2,perturb_n3
The river Cochirleanca is a tributary of the River Slatina in Romania .,The river Cochirleanca is a tributary of the river Slatina in Romania .,The river Cochirleanca is a contributive of the River Slatina in romania .,The river Cochirleanca is a contributing of the river Slatina in rumania .
Although A.A. Gill was '' critical in `` The Observer and Andrew Anthony of '' The Sunday Times '' was unimpressed .,Although A.A. gill was '' critical in `` The Observer and Andrew Anthony of '' The Sunday Times '' was unimpressed .,Although A.A. Gill was '' critical in `` The observer and saint andrew Anthony of '' The Sunday Times '' was unimpressed .,Although A.A. Gill was '' critical in `` The commentator and saint andrew the apostle Anthony of '' The billy sunday Times '' was unimpressed .
( Ray had been in the Penguins in 1956 and both Eddie and Ray had been in the later Colts/Fortunes with Don Wyatt . ),( re had been in the Penguins in 1956 and both Eddie and re had been in the later Colts/Fortunes with Don Wyatt . ),( Ray had been in the penguin in 1956 and both Eddie and Ray had been in the later Colts/Fortunes with father Wyatt . ),( irradiate had been in the Penguins in 1956 and both Eddie and irradiate had been in the later Colts/Fortunes with put on sir thomas wyatt . )
"Johnson has worked in animal molecular genetics in laboratories in Sydney , Townsville Queensland , Melbourne and Boston USA .","Johnson has worked in animal molecular genetics in laboratories in sydney , Townsville Queensland , Melbourne and Boston USA .","Johnson has worked in animal molecular genetic science in laboratories in Sydney , Townsville queensland , Melbourne and Boston USA .","Johnson has work in animal molecular genetic science in laboratories in Sydney , Townsville Queensland , melbourne and Boston USA ."
He was considered an active member of the council and often was sent to Canada on official Albany business .,He was considered an participating member of the council and often was sent to Canada on official Albany business .,He was considered an active penis of the council and often was sent to canada on official Albany business .,helium was view an active member of the council and oft was sent to Canada on official Albany business .
Djokovic has more ATP points that Andy Murray No . 2 and Roger Federer No . 3 combined .,Djokovic has more atp points that Andy Murray No . 2 and Roger Federer No . 3 combined .,Djokovic has more ATP points that Andy Murray No . deuce and Roger Federer No . terzetto combined .,Djokovic has more atp points that Andy Murray nobelium .  and Roger Federer nobelium . 3 combined .
"Jonté Buhl ( born April 4 , 1982 ) is a former professional Canadian football cornerback who played four seasons for the Edmonton Eskimos of the Canadian Football League .","Jonté buhl ( born April 4 , 1982 ) is a former professional Canadian football cornerback who played four seasons for the Edmonton Eskimos of the Canadian Football League .","Jonté Buhl ( have April 4 , 1982 ) is a former professional Canadian football cornerback who played four seasons for the Edmonton inuit of the Canadian Football League .","Jonté Buhl ( born April 4 , 1982 ) is a former professional canadian football game cornerback who work four seasons for the Edmonton Eskimos of the canadian Football League ."
"The current governor of the province is Nasratullah Arsala , his predecessor was Maj Gen Zalmai Weesa , the city of Gardez is the capital of the province .","The current governor of the state is Nasratullah Arsala , his predecessor was Maj Gen Zalmai Weesa , the city of Gardez is the capital of the state .","The current regulator of the province is Nasratullah Arsala , his predecessor was Maj Gen Zalmai Weesa , the city of Gardez is the capital letter of the province .","The stream regulator of the responsibility is Nasratullah Arsala , his predecessor was Maj Gen Zalmai Weesa , the city of Gardez is the capital of the responsibility ."
"Is a short book by Karla Kuskin , first published in 1962 , with illustrations by Virginia Cary Hudson .","Is a short book by Karla Kuskin , first published in 1962 , with illustrations by Virginia Cary william henry hudson .","Is a short book by Karla Kuskin , first published in 1962 , with illustrations by virginia Cary w h hudson .","Is a short word by Karla Kuskin , kickoff published in 1962 , with illustration by Virginia Cary Hudson ."
Lucy made her first appearance as Palmer on 25 August 2014 .,lucy made her first appearance as Palmer on 25 August 2014 .,Lucy piddle her first appearance as arnold palmer on 25 August 2014 .,lucy make up her first appearance as Palmer on 25 august 2014 .
Daryl Powell resigned after he was not paid and was replaced in April 1995 by player coach Phil Larder .,Daryl Powell resigned after he was not paid and was replaced in April 1995 by player coach Phil buttery .,Daryl Powell resigned after he was not ante up and was replaced in apr 1995 by player coach Phil Larder .,Daryl cecil frank powell resigned after he was not paid and was replace in April 1995 by player handler Phil Larder .
It is equivalent to the rank of rear admiral in the Royal Navy and the rank of the rear admiral ( upper half ) in the United States Navy .,It is equivalent to the rank of set up admiral in the Royal Navy and the rank of the set up admiral ( upper half ) in the United States Navy .,It is equivalent to the rank of rear full admiral in the Royal Navy and the rank of the rear full admiral ( upper one half ) in the United States Navy .,It is equivalent weight to the rank of rear admiral in the Royal usn and the rank of the rear admiral ( upper half ) in the united States usn .
The city of Pandharpur is located 55 km southeast of the district headquarters in Mangalwedha and 25 km west of Solapur city .,The city of Pandharpur is located 55 km southeastern of the district headquarters in Mangalwedha and 25 km west of Solapur city .,The city of Pandharpur is located  km southeast of the dominion headquarters in Mangalwedha and 25 km west of Solapur city .,The city of Pandharpur is located 55 kilometre southeastward of the district headquarters in Mangalwedha and 25 kilometre mae west of Solapur city .
"This course will be designed for younger Dunghutti adults in 2013 , and a certificate 2 course will be offered for a test run in 2014 .","This course will be intentional for younger Dunghutti adults in 2013 , and a certificate 2 course will be offered for a test run in 2014 .","This course will be designed for younger Dunghutti adults in 2013 , and a certificate  course will be proffer for a test run in 2014 .","This course will be designed for younger Dunghutti adult in 2013 , and a certificate deuce course will be offered for a test head for the hills in 2014 ."
"Other mountain ranges surrounding the Tucson valley include the Rincón mountains , the Tucson mountains , the Tortolita mountains and the Santa Catalina mountains .","Other mountain ranges surrounding the Tucson valley let in the Rincón mountains , the Tucson mountains , the Tortolita mountains and the Santa Catalina mountains .","Other mountain kitchen range surrounding the Tucson valley include the Rincón mountains , the Tucson mountains , the Tortolita mountains and the santa claus Catalina mountains .","early mountain browse surrounding the Tucson valley include the Rincón mountains , the Tucson mountains , the Tortolita mountains and the kriss kringle Catalina mountains ."
"He has a son , Seamus , who is mentioned but was never seen in the series .","He has a son , Seamus , who is mentioned but was never seen in the serial publication .","He has a son , Seamus , who is mentioned but was never visualise in the serial publication .","He has a boy , Seamus , who is mentioned but was neer seen in the serial ."
Rustem Igor Gamow was born to the famous cosmologist and physicist George Gamow and the ballet dancer Rho Gamow .,Rustem Igor george gamow was born to the famous cosmologist and physicist George george gamow and the ballet dancer Rho george gamow .,Rustem Igor gamow was born to the famous cosmologist and physicist George gamow and the ballet dancer rho gamow .,Rustem Igor george gamow was brook to the famous cosmologist and physicist George george gamow and the ballet dancer rho george gamow .
"About the song Billboard wrote : `` You know the beat , now you catch the groove .","About the song Billboard wrote : `` You get laid the beat , now you catch the groove .","About the birdsong Billboard wrote : `` You know the beat , now you get the groove .","About the song hoarding wrote : `` You get it on the beat up , now you catch the groove ."
"He has previously played for North Ferriby United , Notts County , York City , Gainsborough Trinity , Matlock Town and Sheffield Wednesday .","He has previously represent for North Ferriby United , Notts County , York City , Gainsborough Trinity , Matlock Town and Sheffield Wednesday .","He has previously played for North Ferriby United , Notts County , York City , thomas gainsborough three , Matlock Town and Sheffield Wednesday .","He has antecedently toy for North Ferriby United , Notts County , york City , Gainsborough Trinity , Matlock Town and Sheffield Wednesday ."
"In 2009 , it was won by Australian Ryoichi Sekiya , the world champion of the 24-hour race in 2008 , and in 2008 by Martin Fryer .","In 2009 , it was won by aussie Ryoichi Sekiya , the world champion of the 24-hour race in 2008 , and in 2008 by Martin Fryer .","In 2009 , it was won by Australian Ryoichi Sekiya , the world supporter of the 24-hour race in 2008 , and in 2008 by steve martin Fryer .","inch 2009 , it was won by Australian Ryoichi Sekiya , the world wizard of the 24-hour race in 2008 , and in 2008 by Martin pullet ."
"For Amtrak - Service are the nearest stations West in Framingham , east in Boston at Back Bay and South Station and south in Route 128 station in Westwood .","For Amtrak - Service are the nearest stations West in Framingham , east in Boston at spine Bay and South Station and south in Route 128 station in Westwood .","For Amtrak - Service are the nearest stations West in Framingham , east in Boston at dorsum Bay and South send and south in Route 128 station in Westwood .","For Amtrak - service of process are the nearest stations West in Framingham , east in Boston at Back Bay and confederate states of america Station and dixieland in Route 128 station in Westwood ."
"When Bramah 's sister , Esther Frances Bramah died , the couple acted as districts for the orphaned children Thomas Bramah Diplock and Samuel Robey Diplock .","When Bramah 's sister , Esther Frances Bramah died , the couple acted as districts for the orphaned children Thomas Bramah Diplock and samuel Robey Diplock .","When Bramah 's sister , Esther Frances Bramah died , the couple acted as districts for the orphan children Thomas Bramah Diplock and samuel Robey Diplock .","When Bramah 's sister , Esther anatole france Bramah give out , the brace acted as districts for the orphaned children Thomas Bramah Diplock and Samuel Robey Diplock ."
"The confused Confederates were completely untrained in this situation , and their organization was lost .","The confused Confederates were completely untrained in this situation , and their establishment was lost .","The discombobulate Confederates were completely untrained in this berth , and their organization was lost .","The illogical band together were completely untrained in this position , and their organization was lost ."
"He was born into a family of actors , including his father Cellier and half-sister Antoinette , his grandfather was the Gilbert and Sullivan - conductor François Cellier .","He was born into a family of actors , including his father Cellier and stepsister Antoinette , his grandfather was the Gilbert and Sullivan - conductor François Cellier .","atomic number  was born into a family of actors , including his father Cellier and half-sister Antoinette , his grandfather was the Gilbert and Sullivan - director François Cellier .","He was born into a phratry of histrion , including his father Cellier and half-sister Antoinette , his grandfather was the Gilbert and ed sullivan - conductor François Cellier ."
The Lemnia River is a tributary of the Lutoasa River in Romania .,The Lemnia River is a tributary of the Lutoasa River in roumania .,The Lemnia river is a tributary of the Lutoasa river in romania .,The Lemnia river is a affluent of the Lutoasa river in romania .
"Bowman grew up in Quincy , Massachusetts , and started his newspaper career in 1976 as a stringer for `` The Patriot Ledger '' in Boston .","Bowman grew up in Quincy , massachusetts bay colony , and started his newspaper career in 1976 as a stringer for `` The Patriot Ledger '' in Boston .","archer grew up in Quincy , Massachusetts , and started his newspaper career in 1976 as a stringer for `` The Patriot Ledger '' in boston .","Bowman maturate up in Quincy , old colony , and started his newspaper career in 1976 as a stringer for `` The Patriot account book '' in Boston ."
"Since the 19th century , artificial beings have been common in fiction , as in Mary Shelley 's '' Frankenstein `` or Karel Čapek 's '' R.U.R .","Since the 19th century , artificial beings have been plebeian in fiction , as in Mary Shelley 's '' Frankenstein `` or Karel Čapek 's '' R.U.R .","Since the 19th century , artificial beings have been common in fable , as in Mary Shelley 's '' frankenstein `` or Karel Čapek 's '' R.U.R .","Since the 19th century , artificial beings have been commons in fiction , as in the virgin mary godwin wollstonecraft shelley 's '' Frankenstein `` or Karel Čapek 's '' R.U.R ."
"There are five university hospitals , a military hospital and more than 40 common hospitals and specialist clinics .","There are five university hospitals , a military hospital and more than 40 common hospitals and specialiser clinics .","thither are five university hospitals , a military infirmary and more than 40 common hospitals and specialist clinics .","There are five university hospitals , a military infirmary and more than 40 common hospitals and specializer clinic ."
"The second wife of Cao Bao , who was mentioned in the novel only by name , was a fictional daughter of Lü Bu .","The second wife of Cao Bao , who was mentioned in the novel only by name , was a fictional girl of Lü Bu .","The second married woman of Cao Bao , who was mentioned in the refreshing only by name , was a fictional daughter of Lü Bu .","The instant married woman of Cao Bao , who was mentioned in the novel only by name , was a fictional girl of Lü Bu ."
A recurring theme in the books is conversation between Daniel and baby Carter ( Uncle Mort 's son ) .,A recurring theme in the book is conversation between Daniel and baby Carter ( Uncle Mort 's son ) .,A recurring paper in the books is conversation between book of the prophet daniel and baby Carter ( Uncle Mort 's son ) .,A recurring theme in the books is conversation between daniel and coddle Carter ( uncle Mort 's son ) .
"Finsch 's monitor was only known by Blanche Bay , Ralum and Massawa in New Britain .","Finsch 's monitor was only known by Blanche quest , Ralum and Massawa in New Britain .","Finsch 's monitor was only known by Blanche Bay , Ralum and massawa in newly Britain .","Finsch 's monitoring device was only known by Blanche laurus nobilis , Ralum and massawa in New Britain ."
"Dijkstra was the father of Sjoukje Dijkstra , a figure skater who won a gold medal at the Winter Olympics in 1964 .","Dijkstra was the father of Sjoukje Dijkstra , a figure skater who won a gilt medal at the Winter Olympics in 1964 .","Dijkstra was the father of Sjoukje Dijkstra , a material body skater who won a gold ribbon at the Winter Olympics in 1964 .","Dijkstra was the father of Sjoukje Dijkstra , a build skater who won a aureate medallion at the Winter Olympics in 1964 ."
"September 2 : CF Michael Bourn and CF Drew Stubbs activated , C. Caleb Joseph , LHP Jayson Aquino and RHP Tyler Wilson by AAA Norfolk recalled .","September 2 : CF Michael Bourn and CF Drew Stubbs activated , C. Caleb Joseph , LHP Jayson Aquino and RHP Tyler Wilson by aaa Norfolk recalled .","September 2 : CF Michael Bourn and CF make Stubbs activated , C. Caleb Joseph , LHP Jayson Aquino and RHP Tyler Wilson by AAA Norfolk withdraw .","sept 2 : CF Michael bourne and CF Drew stubbs activated , C. Caleb Joseph , LHP Jayson Aquino and RHP Tyler Wilson by AAA Norfolk recalled ."
"In April 1944 , Cozen 's Lieutenant-General was appointed and was later promoted to Assistant Chief General Ronald Scobie .","In April 1944 , Cozen 's Lieutenant-General was constitute and was later promoted to Assistant Chief General Ronald Scobie .","In April 1944 , Cozen 's Lieutenant-General was nominate and was later advertise to Assistant Chief General Ronald Scobie .","In april 1944 , delude 's Lieutenant-General was appointed and was later promoted to Assistant gaffer General Ronald Scobie ."
"Psilochilus is a genus of flowering plants from the orchid family , Orchidaceae . It is native to South America , Central America , Mexico and the West Indies .","Psilochilus is a genus of flowering plants from the orchid family , Orchidaceae . It is native to South America , Central America , Mexico and the West indie .","Psilochilus is a genus of flowering plants from the orchid family , Orchidaceae . information technology is aborigine to South America , Central America , Mexico and the West Indies .","Psilochilus is a genus of flowering plants from the orchid kin , orchid family . It is native to South America , fundamental America , Mexico and the West Indies ."
The primitive heart or tube-shaped heart tube is the earliest stage of heart development .,The rude heart or tube-shaped heart tube is the earliest stage of heart development .,The primitive heart or tube-shaped heart vacuum tube is the earliest microscope stage of heart development .,The crude marrow or tube-shaped marrow tube shaped structure is the earliest stage of marrow development .
"`` Johnny 's Theme '' began as '' Toot Sweet `` , a pop - instrumental , composed by Paul Anka in 1959 and recorded by Tutti Trumpets .","`` Johnny 's Theme '' began as '' Toot Sweet `` , a pop - instrumental , composed by Paul Anka in 1959 and put down by Tutti Trumpets .","`` Johnny 's report '' began as '' Toot Sweet `` , a pop - instrumental , composed by Paul Anka in 1959 and recorded by Tutti trumpets .","`` Johnny 's Theme '' start as '' Toot Sweet `` , a pop - instrumental , composed by saul Anka in 1959 and memorialize by Tutti Trumpets ."
"Agnes Milowka ( 23 December 1981 - 27 February 2011 ) was an underwater diver , Australian technical photographer , author , maritime archaeologist and cave explorer .","Agnes Milowka ( 23 December 1981 - 27 February 2011 ) was an subaquatic diver , Australian technical photographer , author , maritime archaeologist and cave explorer .","Agnes Milowka ( 23 December 1981 - xxvii feb 2011 ) was an underwater diver , Australian technical photographer , author , maritime archaeologist and cave explorer .","Agnes Milowka ( 23 December 1981 - 27 February 2011 ) was an underwater frogman , Australian technical lensman , author , marine archaeologist and cave explorer ."
"The fortress was once again besieged by French troops under the command of General Zoller , from 22 December 1813 to 14 April 1814 , before the Bavarian garrison capitulated .","The fortress was once again besieged by French troops under the command of General Zoller , from 22 December 1813 to 14 april 1814 , before the Bavarian garrison capitulated .","The fortress was once again besieged by French troops under the require of General Zoller , from 22 December 1813 to xiv April 1814 , before the Bavarian garrison capitulated .","The fort was once again besieged by french troops under the command of General Zoller , from 22 December 1813 to 14 April 1814 , before the Bavarian garrison capitulate ."
"For example , where men are often expected to enjoy more sexual freedom , women are encouraged to be more sexually restricted .","For example , where men are often await to enjoy more sexual freedom , women are encouraged to be more sexually restricted .","For representative , where men are often expected to enjoy more sexual freedom , women are further to be more sexually restricted .","For example , where men are oft expected to enjoy more intimate freedom , char are encouraged to be more sexually restricted ."
"In July 2013 , Lone Star comics sold three of their five remaining stores in Mesquite , Hurst and Plano .","In July 2013 , Lone Star comics sold tercet of their five remaining stores in Mesquite , Hurst and Plano .","In July 2013 , Lone champion comics sold three of their five left stores in Mesquite , Hurst and Plano .","In July 2013 , Lone virtuoso comics sold trinity of their five remaining stores in Mesquite , Hurst and plano ."
The two main water systems are in the north of the Esmeraldas and in the south the Guayas .,The two main piddle systems are in the north of the Esmeraldas and in the south the Guayas .,The deuce main water systems are in the compass north of the Esmeraldas and in the south the Guayas .,The  chief irrigate systems are in the north of the Esmeraldas and in the south the Guayas .
He was an intermediary with the United States Olympic Committee and was a member of the United States Postal Service arbitration panel .,helium was an intermediary with the United States Olympic Committee and was a member of the United States Postal Service arbitration panel .,He was an intermediary with the United States Olympic Committee and was a member of the United States Postal service arbitrament panel .,He was an intermediary with the United States Olympic citizens committee and was a extremity of the United States Postal overhaul arbitration panel .
Fritz Heider wrote that people tend to view behavior in one of two ways ; the cause of situational factors or of dispositional factors .,Fritz Heider wrote that people tend to view demeanour in one of two ways ; the cause of situational factors or of dispositional factors .,Fritz Heider wrote that people run to view behavior in one of ii ways ; the cause of situational factors or of dispositional factors .,Fritz Heider wrote that people tend to position behavior in one of two ways ; the induce of situational cistron or of dispositional cistron .
Sashi Bhusan Chaudhuri associates the ancient medas with the modern Mer people .,Sashi Bhusan Chaudhuri associates the ancient medas with the modernistic Mer people .,Sashi Bhusan Chaudhuri associates the antediluvian medas with the innovative Mer people .,Sashi Bhusan Chaudhuri associates the antediluvian medas with the forward looking one thousand people .
"After four years it moved to the house of Jacopo Sandri , which had more space , and moved back to the Palazzo of Conte Luigi Ferdinando Marsigli in 1705 .","later on four years it moved to the house of Jacopo Sandri , which had more space , and moved back to the Palazzo of Conte Luigi Ferdinando Marsigli in 1705 .","After four years it displace to the house of Jacopo Sandri , which had more space , and displace backwards to the Palazzo of Conte Luigi Ferdinando Marsigli in 1705 .","after four years it prompt to the house of Jacopo Sandri , which had more distance , and prompt back to the Palazzo of Conte Luigi Ferdinando Marsigli in 1705 ."
"The thirteen colonies of the Anglo - United States were all original possessions , and popular culture became a major basis for American folk and former British music .","The thirteen colonies of the Anglo - United States were all original possessions , and popular culture became a major basis for American folk and former brits music .","The thirteen colony of the Anglo - United States were all original possessions , and popular culture became a major basis for American folk and one time British music .","The thirteen settlement of the Anglo - United States were all original possessions , and pop culture became a major foundation for American folk and former British music ."
These include replicas in Ramat Shlomo in Israel and Kfar Chabad in Jerusalem .,These include replicas in Ramat Shlomo in Israel and Kfar Chabad in jerusalem .,These admit replica in Ramat Shlomo in Israel and Kfar Chabad in Jerusalem .,These include reproduction in Ramat Shlomo in sion and Kfar Chabad in capital of israel .
"He was a member of the Jura municipal council for the canton of Beaufort , then in 1877 General Council .","He was a member of the Jura municipal council for the billet of Beaufort , then in 1877 General Council .","He was a member of the Jura municipal council for the kuangchou of Beaufort , then in 1877 General council .","atomic number  was a member of the Jura municipal council for the canton of Beaufort , then in 1877 universal council ."
"In September 2013 Enfield appeared in the BBC Three comedy series `` Bad Education '' as Jack Whitehall , the father of Martin 's character Alfie .","In September 2013 Enfield appear in the BBC Three comedy series `` Bad Education '' as Jack Whitehall , the father of Martin 's character Alfie .","indium September 2013 Enfield appeared in the BBC Three comedy series `` Bad Education '' as Jack Whitehall , the father of steve martin 's character Alfie .","In September 2013 Enfield appeared in the BBC triad comedy series `` Bad Education '' as Jack Whitehall , the padre of st martin 's character Alfie ."
From 1996 to September 2010 he was Ambassador of Belgium to Liechtenstein .,From 1996 to September 2010 he was Ambassador of belgique to Liechtenstein .,From 1996 to September 2010 he was Ambassador of kingdom of belgium to liechtenstein .,From 1996 to september 2010 he was embassador of Belgium to liechtenstein .
"Although studied in 1888 by Samuel Alejandro Lafone Quevedo , the ruins were first discovered in 1897 by the archaeologist Juan Bautista Ambrosetti .","Although studied in 1888 by Samuel Alejandro Lafone Quevedo , the ruins were offset discovered in 1897 by the archaeologist Juan Bautista Ambrosetti .","Although studied in 1888 by Samuel Alejandro Lafone Quevedo , the ruins were first class honours degree discovered in 1897 by the archeologist Juan Bautista Ambrosetti .","Although take in 1888 by samuel Alejandro Lafone Quevedo , the ruins were offset discovered in 1897 by the archaeologist Juan Bautista Ambrosetti ."
"His son , Herbie Matthews , also won a Brownlow Medal and his grandson of the same name later played with South Melbourne .","His son , Herbie st matthew the apostle , also won a Brownlow Medal and his grandson of the same name later played with South Melbourne .","His son , Herbie Matthews , also won a Brownlow medallion and his grandson of the same name later played with to the south Melbourne .","His son , Herbie Matthews , also won a Brownlow palm and his grandson of the same name by and by played with confederate states Melbourne ."
The Bârnărel River is a tributary of the River Stejioara in Romania .,The Bârnărel river is a tributary of the river Stejioara in Romania .,The Bârnărel river is a conducive of the river Stejioara in Romania .,The Bârnărel river is a contributive of the river Stejioara in romania .
"They are distributed by wind and drift , for example on dead wood , and are often introduced by humans through transported humus or similar .","They are spread by wind and drift , for example on dead wood , and are often introduced by humans through transported humus or similar .","They are distributed by wind and drift , for example on dead wood , and are frequently present by humans through transported humus or similar .","They are distributed by wind and tramp , for example on dead wood , and are often introduced by humans through channelize humus or alike ."
The word octoroon means one-eighth black . A quarter black is a quadroon and a half black is a mulatto .,The word octoroon means one-eighth black . A quarter black is a quadroon and a one half black is a mulatto .,The word octoroon means one-eighth melanise . A after part melanise is a quadroon and a half melanise is a mulatto .,The holy scripture octoroon means eighth black . A quarter black is a quadroon and a one half black is a mulatto .
"Quindío is a municipality in the western part of the department of Montenegro , Colombia . It is located 10 km west of the departmental capital Armenia .","Quindío is a municipality in the westerly part of the department of Montenegro , Colombia . It is located 10 km west of the departmental capital Armenia .","Quindío is a municipality in the western part of the section of Montenegro , Colombia . It is located 10 kilometer west of the departmental capital Armenia .","Quindío is a municipality in the western split up of the section of Montenegro , republic of colombia . It is located 10 km west of the departmental capital Armenia ."
"Although the Maryland Department of Transportation is headquartered in Anne Arundel County , three of its subordinate organizations have in Baltimore .","Although the Maryland section of Transportation is headquartered in Anne Arundel County , three of its subordinate organizations have in Baltimore .","Although the md Department of Transportation is headquartered in Anne Arundel County , three of its subordinate governing body have in Baltimore .","Although the old line state Department of Transportation is headquartered in anne Arundel county , three of its subordinate organizations have in Baltimore ."
In particular the ornamental iron fencework shows Eastlake influence in its medieval design .,In particular the cosmetic iron fencework shows Eastlake influence in its medieval design .,In particular the ornamental atomic number  fencework shows Eastlake influence in its chivalric design .,inward particular proposition the ornamental iron fencework shows Eastlake influence in its knightly design .
"It took place from 23 April to 29 April 2010 in the Real Club de Tenis Barcelona in Catalonia , Barcelona , Spain .","It took place from 23 April to 29 April 2010 in the Real Club delaware Tenis Barcelona in Catalonia , Barcelona , Spain .","It took place from 23 April to 29 April 2010 in the Real Club de Tenis barcelona in Catalonia , barcelona , kingdom of spain .","It took place from 23 April to xxix April 2010 in the literal Club de Tenis Barcelona in catalonia , Barcelona , Spain ."
The album was sold with a launched-out show at London 's Soho nightclub Madame Jojo 's .,The album was sold with a launched-out show at London 's Soho nightclub madame Jojo 's .,The record album was sold with a launched-out testify at London 's Soho nightclub Madame Jojo 's .,The album was sold with a launched-out designate at british capital 's south of houston nightclub Madame Jojo 's .
"Stephen Vizinczey suggests that Tolstoy created Maria out of his longing for his mother , Princess Maria Nikolayevna Volkonskaya , who died before Tolstoy 's second birthday .","Stephen Vizinczey intimate that Tolstoy created Maria out of his longing for his mother , Princess Maria Nikolayevna Volkonskaya , who died before Tolstoy 's second birthday .","Stephen Vizinczey suggests that Tolstoy produce Maria out of his longing for his mother , Princess Maria Nikolayevna Volkonskaya , who give up the ghost before Tolstoy 's second birthday .","Stephen Vizinczey suggests that leo tolstoy created Maria out of his longing for his engender , Princess Maria Nikolayevna Volkonskaya , who died before leo tolstoy 's back birthday ."
Conservative central forces can always be expressed as the potential gradient of negative energy .,Conservative central forces can always be expressed as the possible gradient of negative energy .,Conservative central forces can eer be verbalize as the potential gradient of negative energy .,button down exchange effect can always be expressed as the potential gradient of negative energy .
He is survived by his children Jason Coppola from Brooklyn and Samantha Coppola of Bogota and three grandchildren .,He is survived by his youngster Jason Coppola from Brooklyn and Samantha Coppola of Bogota and three grandchildren .,He is survived by his kid Jason Coppola from Brooklyn and Samantha Coppola of capital of colombia and three grandchildren .,He is survived by his youngster Jason Coppola from brooklyn and Samantha Coppola of capital of colombia and three grandchildren .
The music was written by MS Baburaj and lyrics was composed by Naattika Sivaram .,The music was written by MS Baburaj and lyric poem was composed by Naattika Sivaram .,The medicine was written by MS Baburaj and lyric poem was composed by Naattika Sivaram .,The music was pen by  Baburaj and lyric was composed by Naattika Sivaram .
Char Hesamaddi is a village in the Barisal District of Barisal Division in Southern Central Bangladesh .,blacken Hesamaddi is a village in the Barisal District of Barisal Division in Southern Central Bangladesh .,Char Hesamaddi is a village in the Barisal District of Barisal Division in Southern fundamental peoples republic of bangladesh .,cleaning woman Hesamaddi is a small town in the Barisal territorial dominion of Barisal Division in Southern Central Bangladesh .
"PowerShell 3.0 , released in Windows 8 , was updated to use the DLR","PowerShell 3.0 , put out in Windows 8 , was updated to use the DLR","PowerShell 3.0 , released in window 8 , was updated to utilise the DLR","PowerShell 3.0 , released in windows  , was updated to use of goods and services the DLR"
His religion was influenced directly by the political balance of international powers .,His religion was influenced flat by the political balance of international powers .,His religion was regulate directly by the political balance of international tycoon .,His organized religion was influenced directly by the political rest of external powers .
"He believes that Elbow is too acceptable , while he thinks himself that the writer should first prove himself .","He believes that Elbow is too acceptable , while he thinks himself that the writer should first turn up himself .","He believes that cubitus is too satisfactory , while he thinks himself that the writer should first prove himself .","helium believes that Elbow is too acceptable , while he thinks himself that the writer should inaugural shew himself ."
Elegia southi is a species of moth of the family Pyralidae . It was found by Reginald James West in 1932 and is described in Taiwan .,Elegia southi is a species of moth of the family Pyralidae . It was regain by Reginald James West in 1932 and is described in Taiwan .,Elegia southi is a species of moth of the household Pyralidae . information technology was found by Reginald James West in 1932 and is described in Taiwan .,Elegia southi is a species of moth of the fellowship Pyralidae . It was found by Reginald James westward in 1932 and is described in taiwan .
"Eaton is named for William Eaton , a military officer and commander of the United States Revolutionary forces in Tripoli .","Eaton is list for William Eaton , a military officer and commander of the United States Revolutionary forces in Tripoli .","Eaton is named for William Eaton , a military officer and commander of the United States subverter forces in capital of libya .","Eaton is nominate for William Eaton , a military machine officer and commander of the combine States Revolutionary forces in Tripoli ."
The development of Bas 90 began in the 1970s and started implementation in the 1980s .,The development of Bas 90 began in the 1970s and started implementation in the eighties .,The growing of Bas 90 began in the 1970s and started implementation in the s .,The maturation of Bas 90 began in the 1970s and started carrying out in the eighties .
"Granel was an important influence on a number of French philosophers , including Jacques Derrida , Jean-Luc Nancy and Bernard Stiegler .","Granel was an important influence on a list of French philosophers , including Jacques Derrida , Jean-Luc Nancy and Bernard Stiegler .","Granel was an of import influence on a number of French philosophers , including Jacques derrida , Jean-Luc Nancy and Bernard Stiegler .","Granel was an important work on a number of French philosophers , including Jacques Derrida , Jean-Luc nancy and claude bernard Stiegler ."
He had to compose in Mexico and Sweden compared to the other S2000 drivers with superior status and therefore had to sweep the streets for them .,He had to compose in Mexico and Sweden compared to the other S2000 drivers with superior status and therefore had to sweep the street for them .,helium had to pen in Mexico and Sweden compared to the other S2000 drivers with superior status and therefore had to sweep the streets for them .,He had to frame in Mexico and Sweden compared to the other S2000 drivers with ranking status and therefore had to sweep the street for them .
"He serves as President of the New York Stock Exchange , including the NYSE Group .","He serves as President of the fresh York Stock Exchange , including the NYSE Group .","He serves as President of the New York breed interchange , including the NYSE Group .","atomic number  serves as President of the New York Stock interchange , including the NYSE mathematical group ."
"The individual appearance of the Black Waltzes varies slightly , and each model is more elegant than the previous .","The individual appearing of the Black Waltzes varies slightly , and each model is more elegant than the previous .","The individual coming into court of the Black Waltzes varies slightly , and each model is more elegant than the old .","The individual appearance of the pitch black Waltzes deviate slightly , and each model is more elegant than the old ."
